split,file,json_path_used,json_candidates_tried,nodes_total,pos_vulnerable,neg_non_vulnerable
train,shard_395b,Dataset/train/unified_aug\shard_395b.json,"[('Dataset/train/unified_aug\\shard_395b.json', 2, 'single-json')]",4578,2,4576
train,shard_396a,Dataset/train/unified_aug\shard_396a.json,"[('Dataset/train/unified_aug\\shard_396a.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_396a.pt', 0, 'jsonl(0 lines)')]",10521,0,10521
train,shard_396e,Dataset/train/unified_aug\shard_396e.json,"[('Dataset/train/unified_aug\\shard_396e.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_396e.pt', 0, 'jsonl(0 lines)')]",2720,0,2720
train,shard_397d,Dataset/train/unified_aug\shard_397d.json,"[('Dataset/train/unified_aug\\shard_397d.json', 2, 'single-json')]",11974,2,11972
train,shard_397f,Dataset/train/unified_aug\shard_397f.json,"[('Dataset/train/unified_aug\\shard_397f.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_397f.pt', 0, 'jsonl(0 lines)')]",5495,0,5495
train,shard_399a,Dataset/train/unified_aug\shard_399a.json,"[('Dataset/train/unified_aug\\shard_399a.json', 2, 'single-json')]",5099,2,5097
train,shard_399c,Dataset/train/unified_aug\shard_399c.json,"[('Dataset/train/unified_aug\\shard_399c.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_399c.pt', 0, 'jsonl(0 lines)')]",927,0,927
train,shard_39b6,Dataset/train/unified_aug\shard_39b6.json,"[('Dataset/train/unified_aug\\shard_39b6.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_39b6.pt', 0, 'jsonl(0 lines)')]",435,0,435
train,shard_39e8,Dataset/train/unified_aug\shard_39e8.json,"[('Dataset/train/unified_aug\\shard_39e8.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_39e8.pt', 0, 'jsonl(0 lines)')]",4310,0,4310
train,shard_39f2,Dataset/train/unified_aug\shard_39f2.json,"[('Dataset/train/unified_aug\\shard_39f2.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_39f2.pt', 0, 'jsonl(0 lines)')]",523,0,523
train,shard_3a10,Dataset/train/unified_aug\shard_3a10.json,"[('Dataset/train/unified_aug\\shard_3a10.json', 2, 'single-json')]",1448,2,1446
train,shard_3a2d,Dataset/train/unified_aug\shard_3a2d.json,"[('Dataset/train/unified_aug\\shard_3a2d.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3a2d.pt', 0, 'jsonl(0 lines)')]",26669,0,26669
train,shard_3a4b,Dataset/train/unified_aug\shard_3a4b.json,"[('Dataset/train/unified_aug\\shard_3a4b.json', 31, 'single-json')]",14884,31,14853
train,shard_3a54,Dataset/train/unified_aug\shard_3a54.json,"[('Dataset/train/unified_aug\\shard_3a54.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3a54.pt', 0, 'jsonl(0 lines)')]",3788,0,3788
train,shard_3a55,Dataset/train/unified_aug\shard_3a55.json,"[('Dataset/train/unified_aug\\shard_3a55.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3a55.pt', 0, 'jsonl(0 lines)')]",543,0,543
train,shard_3a76,Dataset/train/unified_aug\shard_3a76.json,"[('Dataset/train/unified_aug\\shard_3a76.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3a76.pt', 0, 'jsonl(0 lines)')]",2821,0,2821
train,shard_3a87,Dataset/train/unified_aug\shard_3a87.json,"[('Dataset/train/unified_aug\\shard_3a87.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3a87.pt', 0, 'jsonl(0 lines)')]",1501,0,1501
train,shard_3a8b,Dataset/train/unified_aug\shard_3a8b.json,"[('Dataset/train/unified_aug\\shard_3a8b.json', 2, 'single-json')]",31669,2,31667
train,shard_3a9b,Dataset/train/unified_aug\shard_3a9b.json,"[('Dataset/train/unified_aug\\shard_3a9b.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3a9b.pt', 0, 'jsonl(0 lines)')]",4150,0,4150
train,shard_3aa0,Dataset/train/unified_aug\shard_3aa0.json,"[('Dataset/train/unified_aug\\shard_3aa0.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3aa0.pt', 0, 'jsonl(0 lines)')]",7973,0,7973
train,shard_3ab0,Dataset/train/unified_aug\shard_3ab0.json,"[('Dataset/train/unified_aug\\shard_3ab0.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3ab0.pt', 0, 'jsonl(0 lines)')]",7708,0,7708
train,shard_3aca,Dataset/train/unified_aug\shard_3aca.json,"[('Dataset/train/unified_aug\\shard_3aca.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3aca.pt', 0, 'jsonl(0 lines)')]",5366,0,5366
train,shard_3ad0,Dataset/train/unified_aug\shard_3ad0.json,"[('Dataset/train/unified_aug\\shard_3ad0.json', 3, 'single-json')]",6108,3,6105
train,shard_3b00,Dataset/train/unified_aug\shard_3b00.json,"[('Dataset/train/unified_aug\\shard_3b00.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3b00.pt', 0, 'jsonl(0 lines)')]",5027,0,5027
train,shard_3b04,Dataset/train/unified_aug\shard_3b04.json,"[('Dataset/train/unified_aug\\shard_3b04.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3b04.pt', 0, 'jsonl(0 lines)')]",3483,0,3483
train,shard_3b0f,Dataset/train/unified_aug\shard_3b0f.json,"[('Dataset/train/unified_aug\\shard_3b0f.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3b0f.pt', 0, 'jsonl(0 lines)')]",685,0,685
train,shard_3b20,Dataset/train/unified_aug\shard_3b20.json,"[('Dataset/train/unified_aug\\shard_3b20.json', 2, 'single-json')]",42105,2,42103
train,shard_3b2d,Dataset/train/unified_aug\shard_3b2d.json,"[('Dataset/train/unified_aug\\shard_3b2d.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3b2d.pt', 0, 'jsonl(0 lines)')]",1430,0,1430
train,shard_3b30,Dataset/train/unified_aug\shard_3b30.json,"[('Dataset/train/unified_aug\\shard_3b30.json', 30, 'single-json')]",4264,30,4234
train,shard_3b32,Dataset/train/unified_aug\shard_3b32.json,"[('Dataset/train/unified_aug\\shard_3b32.json', 16, 'single-json')]",7588,16,7572
train,shard_3b36,Dataset/train/unified_aug\shard_3b36.json,"[('Dataset/train/unified_aug\\shard_3b36.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3b36.pt', 0, 'jsonl(0 lines)')]",493,0,493
train,shard_3b44,Dataset/train/unified_aug\shard_3b44.json,"[('Dataset/train/unified_aug\\shard_3b44.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3b44.pt', 0, 'jsonl(0 lines)')]",3126,0,3126
train,shard_3b5b,Dataset/train/unified_aug\shard_3b5b.json,"[('Dataset/train/unified_aug\\shard_3b5b.json', 27, 'single-json')]",16205,27,16178
train,shard_3b63,Dataset/train/unified_aug\shard_3b63.json,"[('Dataset/train/unified_aug\\shard_3b63.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3b63.pt', 0, 'jsonl(0 lines)')]",10779,0,10779
train,shard_3b83,Dataset/train/unified_aug\shard_3b83.json,"[('Dataset/train/unified_aug\\shard_3b83.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3b83.pt', 0, 'jsonl(0 lines)')]",3461,0,3461
train,shard_3b8d,Dataset/train/unified_aug\shard_3b8d.json,"[('Dataset/train/unified_aug\\shard_3b8d.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3b8d.pt', 0, 'jsonl(0 lines)')]",6716,0,6716
train,shard_3ba8,Dataset/train/unified_aug\shard_3ba8.json,"[('Dataset/train/unified_aug\\shard_3ba8.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3ba8.pt', 0, 'jsonl(0 lines)')]",3597,0,3597
train,shard_3bbb,Dataset/train/unified_aug\shard_3bbb.json,"[('Dataset/train/unified_aug\\shard_3bbb.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3bbb.pt', 0, 'jsonl(0 lines)')]",1572,0,1572
train,shard_3bcd,Dataset/train/unified_aug\shard_3bcd.json,"[('Dataset/train/unified_aug\\shard_3bcd.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3bcd.pt', 0, 'jsonl(0 lines)')]",4214,0,4214
train,shard_3bce,Dataset/train/unified_aug\shard_3bce.json,"[('Dataset/train/unified_aug\\shard_3bce.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3bce.pt', 0, 'jsonl(0 lines)')]",718,0,718
train,shard_3bd5,Dataset/train/unified_aug\shard_3bd5.json,"[('Dataset/train/unified_aug\\shard_3bd5.json', 37, 'single-json')]",54641,37,54604
train,shard_3bd7,Dataset/train/unified_aug\shard_3bd7.json,"[('Dataset/train/unified_aug\\shard_3bd7.json', 2, 'single-json')]",7940,2,7938
train,shard_3c0c,Dataset/train/unified_aug\shard_3c0c.json,"[('Dataset/train/unified_aug\\shard_3c0c.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3c0c.pt', 0, 'jsonl(0 lines)')]",579,0,579
train,shard_3c18,Dataset/train/unified_aug\shard_3c18.json,"[('Dataset/train/unified_aug\\shard_3c18.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3c18.pt', 0, 'jsonl(0 lines)')]",7044,0,7044
train,shard_3c1b,Dataset/train/unified_aug\shard_3c1b.json,"[('Dataset/train/unified_aug\\shard_3c1b.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3c1b.pt', 0, 'jsonl(0 lines)')]",3518,0,3518
train,shard_3c2b,Dataset/train/unified_aug\shard_3c2b.json,"[('Dataset/train/unified_aug\\shard_3c2b.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3c2b.pt', 0, 'jsonl(0 lines)')]",986,0,986
train,shard_3c43,Dataset/train/unified_aug\shard_3c43.json,"[('Dataset/train/unified_aug\\shard_3c43.json', 8, 'single-json')]",14004,8,13996
train,shard_3c49,Dataset/train/unified_aug\shard_3c49.json,"[('Dataset/train/unified_aug\\shard_3c49.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3c49.pt', 0, 'jsonl(0 lines)')]",2862,0,2862
train,shard_3c4d,Dataset/train/unified_aug\shard_3c4d.json,"[('Dataset/train/unified_aug\\shard_3c4d.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3c4d.pt', 0, 'jsonl(0 lines)')]",24,0,24
train,shard_3c53,Dataset/train/unified_aug\shard_3c53.json,"[('Dataset/train/unified_aug\\shard_3c53.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3c53.pt', 0, 'jsonl(0 lines)')]",1469,0,1469
train,shard_3c5e,Dataset/train/unified_aug\shard_3c5e.json,"[('Dataset/train/unified_aug\\shard_3c5e.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3c5e.pt', 0, 'jsonl(0 lines)')]",2283,0,2283
train,shard_3c78,Dataset/train/unified_aug\shard_3c78.json,"[('Dataset/train/unified_aug\\shard_3c78.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3c78.pt', 0, 'jsonl(0 lines)')]",907,0,907
train,shard_3c8a,Dataset/train/unified_aug\shard_3c8a.json,"[('Dataset/train/unified_aug\\shard_3c8a.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3c8a.pt', 0, 'jsonl(0 lines)')]",4175,0,4175
train,shard_3c90,Dataset/train/unified_aug\shard_3c90.json,"[('Dataset/train/unified_aug\\shard_3c90.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3c90.pt', 0, 'jsonl(0 lines)')]",582,0,582
train,shard_3c9e,Dataset/train/unified_aug\shard_3c9e.json,"[('Dataset/train/unified_aug\\shard_3c9e.json', 2, 'single-json')]",9101,2,9099
train,shard_3ca6,Dataset/train/unified_aug\shard_3ca6.json,"[('Dataset/train/unified_aug\\shard_3ca6.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3ca6.pt', 0, 'jsonl(0 lines)')]",2732,0,2732
train,shard_3ca8,Dataset/train/unified_aug\shard_3ca8.json,"[('Dataset/train/unified_aug\\shard_3ca8.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3ca8.pt', 0, 'jsonl(0 lines)')]",11467,0,11467
train,shard_3cb0,Dataset/train/unified_aug\shard_3cb0.json,"[('Dataset/train/unified_aug\\shard_3cb0.json', 3, 'single-json')]",4505,3,4502
train,shard_3cbf,Dataset/train/unified_aug\shard_3cbf.json,"[('Dataset/train/unified_aug\\shard_3cbf.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3cbf.pt', 0, 'jsonl(0 lines)')]",16386,0,16386
train,shard_3ce4,Dataset/train/unified_aug\shard_3ce4.json,"[('Dataset/train/unified_aug\\shard_3ce4.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3ce4.pt', 0, 'jsonl(0 lines)')]",26953,0,26953
train,shard_3ce5,Dataset/train/unified_aug\shard_3ce5.json,"[('Dataset/train/unified_aug\\shard_3ce5.json', 5, 'single-json')]",3792,5,3787
train,shard_3cea,Dataset/train/unified_aug\shard_3cea.json,"[('Dataset/train/unified_aug\\shard_3cea.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3cea.pt', 0, 'jsonl(0 lines)')]",5181,0,5181
train,shard_3cf2,Dataset/train/unified_aug\shard_3cf2.json,"[('Dataset/train/unified_aug\\shard_3cf2.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3cf2.pt', 0, 'jsonl(0 lines)')]",293,0,293
train,shard_3cf5,Dataset/train/unified_aug\shard_3cf5.json,"[('Dataset/train/unified_aug\\shard_3cf5.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3cf5.pt', 0, 'jsonl(0 lines)')]",2686,0,2686
train,shard_3d2a,Dataset/train/unified_aug\shard_3d2a.json,"[('Dataset/train/unified_aug\\shard_3d2a.json', 4, 'single-json')]",13368,4,13364
train,shard_3d32,Dataset/train/unified_aug\shard_3d32.json,"[('Dataset/train/unified_aug\\shard_3d32.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3d32.pt', 0, 'jsonl(0 lines)')]",1293,0,1293
train,shard_3d39,Dataset/train/unified_aug\shard_3d39.json,"[('Dataset/train/unified_aug\\shard_3d39.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3d39.pt', 0, 'jsonl(0 lines)')]",2814,0,2814
train,shard_3d3d,Dataset/train/unified_aug\shard_3d3d.json,"[('Dataset/train/unified_aug\\shard_3d3d.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3d3d.pt', 0, 'jsonl(0 lines)')]",11102,0,11102
train,shard_3d44,Dataset/train/unified_aug\shard_3d44.json,"[('Dataset/train/unified_aug\\shard_3d44.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3d44.pt', 0, 'jsonl(0 lines)')]",1361,0,1361
train,shard_3db1,Dataset/train/unified_aug\shard_3db1.json,"[('Dataset/train/unified_aug\\shard_3db1.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3db1.pt', 0, 'jsonl(0 lines)')]",10744,0,10744
train,shard_3db8,Dataset/train/unified_aug\shard_3db8.json,"[('Dataset/train/unified_aug\\shard_3db8.json', 2, 'single-json')]",6617,2,6615
train,shard_3de0,Dataset/train/unified_aug\shard_3de0.json,"[('Dataset/train/unified_aug\\shard_3de0.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3de0.pt', 0, 'jsonl(0 lines)')]",582,0,582
train,shard_3de1,Dataset/train/unified_aug\shard_3de1.json,"[('Dataset/train/unified_aug\\shard_3de1.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3de1.pt', 0, 'jsonl(0 lines)')]",691,0,691
train,shard_3de4,Dataset/train/unified_aug\shard_3de4.json,"[('Dataset/train/unified_aug\\shard_3de4.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3de4.pt', 0, 'jsonl(0 lines)')]",6163,0,6163
train,shard_3e00,Dataset/train/unified_aug\shard_3e00.json,"[('Dataset/train/unified_aug\\shard_3e00.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3e00.pt', 0, 'jsonl(0 lines)')]",5262,0,5262
train,shard_3e10,Dataset/train/unified_aug\shard_3e10.json,"[('Dataset/train/unified_aug\\shard_3e10.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3e10.pt', 0, 'jsonl(0 lines)')]",5216,0,5216
train,shard_3e21,Dataset/train/unified_aug\shard_3e21.json,"[('Dataset/train/unified_aug\\shard_3e21.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3e21.pt', 0, 'jsonl(0 lines)')]",55,0,55
train,shard_3e4c,Dataset/train/unified_aug\shard_3e4c.json,"[('Dataset/train/unified_aug\\shard_3e4c.json', 7, 'single-json')]",5897,7,5890
train,shard_3e59,Dataset/train/unified_aug\shard_3e59.json,"[('Dataset/train/unified_aug\\shard_3e59.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3e59.pt', 0, 'jsonl(0 lines)')]",6489,0,6489
train,shard_3e88,Dataset/train/unified_aug\shard_3e88.json,"[('Dataset/train/unified_aug\\shard_3e88.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3e88.pt', 0, 'jsonl(0 lines)')]",7796,0,7796
train,shard_3e91,Dataset/train/unified_aug\shard_3e91.json,"[('Dataset/train/unified_aug\\shard_3e91.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3e91.pt', 0, 'jsonl(0 lines)')]",2629,0,2629
train,shard_3ea2,Dataset/train/unified_aug\shard_3ea2.json,"[('Dataset/train/unified_aug\\shard_3ea2.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3ea2.pt', 0, 'jsonl(0 lines)')]",2093,0,2093
train,shard_3eb1,Dataset/train/unified_aug\shard_3eb1.json,"[('Dataset/train/unified_aug\\shard_3eb1.json', 5, 'single-json')]",6113,5,6108
train,shard_3ecd,Dataset/train/unified_aug\shard_3ecd.json,"[('Dataset/train/unified_aug\\shard_3ecd.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3ecd.pt', 0, 'jsonl(0 lines)')]",2918,0,2918
train,shard_3ed8,Dataset/train/unified_aug\shard_3ed8.json,"[('Dataset/train/unified_aug\\shard_3ed8.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3ed8.pt', 0, 'jsonl(0 lines)')]",1157,0,1157
train,shard_3ee7,Dataset/train/unified_aug\shard_3ee7.json,"[('Dataset/train/unified_aug\\shard_3ee7.json', 4, 'single-json')]",6165,4,6161
train,shard_3f04,Dataset/train/unified_aug\shard_3f04.json,"[('Dataset/train/unified_aug\\shard_3f04.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3f04.pt', 0, 'jsonl(0 lines)')]",4445,0,4445
train,shard_3f16,Dataset/train/unified_aug\shard_3f16.json,"[('Dataset/train/unified_aug\\shard_3f16.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3f16.pt', 0, 'jsonl(0 lines)')]",7330,0,7330
train,shard_3f19,Dataset/train/unified_aug\shard_3f19.json,"[('Dataset/train/unified_aug\\shard_3f19.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3f19.pt', 0, 'jsonl(0 lines)')]",4479,0,4479
train,shard_3f46,Dataset/train/unified_aug\shard_3f46.json,"[('Dataset/train/unified_aug\\shard_3f46.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3f46.pt', 0, 'jsonl(0 lines)')]",3019,0,3019
train,shard_3f50,Dataset/train/unified_aug\shard_3f50.json,"[('Dataset/train/unified_aug\\shard_3f50.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3f50.pt', 0, 'jsonl(0 lines)')]",64,0,64
train,shard_3f68,Dataset/train/unified_aug\shard_3f68.json,"[('Dataset/train/unified_aug\\shard_3f68.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3f68.pt', 0, 'jsonl(0 lines)')]",3330,0,3330
train,shard_3f6f,Dataset/train/unified_aug\shard_3f6f.json,"[('Dataset/train/unified_aug\\shard_3f6f.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3f6f.pt', 0, 'jsonl(0 lines)')]",14349,0,14349
train,shard_3f73,Dataset/train/unified_aug\shard_3f73.json,"[('Dataset/train/unified_aug\\shard_3f73.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3f73.pt', 0, 'jsonl(0 lines)')]",3482,0,3482
train,shard_3f78,Dataset/train/unified_aug\shard_3f78.json,"[('Dataset/train/unified_aug\\shard_3f78.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3f78.pt', 0, 'jsonl(0 lines)')]",4511,0,4511
train,shard_3f85,Dataset/train/unified_aug\shard_3f85.json,"[('Dataset/train/unified_aug\\shard_3f85.json', 4, 'single-json')]",9398,4,9394
train,shard_3f8e,Dataset/train/unified_aug\shard_3f8e.json,"[('Dataset/train/unified_aug\\shard_3f8e.json', 110, 'single-json')]",24738,110,24628
train,shard_3f93,Dataset/train/unified_aug\shard_3f93.json,"[('Dataset/train/unified_aug\\shard_3f93.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3f93.pt', 0, 'jsonl(0 lines)')]",4406,0,4406
train,shard_3fd0,Dataset/train/unified_aug\shard_3fd0.json,"[('Dataset/train/unified_aug\\shard_3fd0.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_3fd0.pt', 0, 'jsonl(0 lines)')]",1157,0,1157
train,shard_401e,Dataset/train/unified_aug\shard_401e.json,"[('Dataset/train/unified_aug\\shard_401e.json', 14, 'single-json')]",7141,14,7127
train,shard_4031,Dataset/train/unified_aug\shard_4031.json,"[('Dataset/train/unified_aug\\shard_4031.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_4031.pt', 0, 'jsonl(0 lines)')]",1274,0,1274
train,shard_403e,Dataset/train/unified_aug\shard_403e.json,"[('Dataset/train/unified_aug\\shard_403e.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_403e.pt', 0, 'jsonl(0 lines)')]",1922,0,1922
train,shard_4045,Dataset/train/unified_aug\shard_4045.json,"[('Dataset/train/unified_aug\\shard_4045.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_4045.pt', 0, 'jsonl(0 lines)')]",13516,0,13516
train,shard_404e,Dataset/train/unified_aug\shard_404e.json,"[('Dataset/train/unified_aug\\shard_404e.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_404e.pt', 0, 'jsonl(0 lines)')]",3419,0,3419
train,shard_406d,Dataset/train/unified_aug\shard_406d.json,"[('Dataset/train/unified_aug\\shard_406d.json', 2, 'single-json')]",7853,2,7851
train,shard_4071,Dataset/train/unified_aug\shard_4071.json,"[('Dataset/train/unified_aug\\shard_4071.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_4071.pt', 0, 'jsonl(0 lines)')]",6085,0,6085
train,shard_4097,Dataset/train/unified_aug\shard_4097.json,"[('Dataset/train/unified_aug\\shard_4097.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_4097.pt', 0, 'jsonl(0 lines)')]",15417,0,15417
train,shard_409b,Dataset/train/unified_aug\shard_409b.json,"[('Dataset/train/unified_aug\\shard_409b.json', 5, 'single-json')]",1487,5,1482
train,shard_409e,Dataset/train/unified_aug\shard_409e.json,"[('Dataset/train/unified_aug\\shard_409e.json', 16, 'single-json')]",6518,16,6502
train,shard_40ba,Dataset/train/unified_aug\shard_40ba.json,"[('Dataset/train/unified_aug\\shard_40ba.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_40ba.pt', 0, 'jsonl(0 lines)')]",3472,0,3472
train,shard_40c9,Dataset/train/unified_aug\shard_40c9.json,"[('Dataset/train/unified_aug\\shard_40c9.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_40c9.pt', 0, 'jsonl(0 lines)')]",6555,0,6555
train,shard_40cc,Dataset/train/unified_aug\shard_40cc.json,"[('Dataset/train/unified_aug\\shard_40cc.json', 3, 'single-json')]",18104,3,18101
train,shard_40d3,Dataset/train/unified_aug\shard_40d3.json,"[('Dataset/train/unified_aug\\shard_40d3.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_40d3.pt', 0, 'jsonl(0 lines)')]",25267,0,25267
train,shard_40e0,Dataset/train/unified_aug\shard_40e0.json,"[('Dataset/train/unified_aug\\shard_40e0.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_40e0.pt', 0, 'jsonl(0 lines)')]",1210,0,1210
train,shard_410d,Dataset/train/unified_aug\shard_410d.json,"[('Dataset/train/unified_aug\\shard_410d.json', 2, 'single-json')]",7304,2,7302
train,shard_4116,Dataset/train/unified_aug\shard_4116.json,"[('Dataset/train/unified_aug\\shard_4116.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_4116.pt', 0, 'jsonl(0 lines)')]",996,0,996
train,shard_4127,Dataset/train/unified_aug\shard_4127.json,"[('Dataset/train/unified_aug\\shard_4127.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_4127.pt', 0, 'jsonl(0 lines)')]",253,0,253
train,shard_4128,Dataset/train/unified_aug\shard_4128.json,"[('Dataset/train/unified_aug\\shard_4128.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_4128.pt', 0, 'jsonl(0 lines)')]",1203,0,1203
train,shard_412a,Dataset/train/unified_aug\shard_412a.json,"[('Dataset/train/unified_aug\\shard_412a.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_412a.pt', 0, 'jsonl(0 lines)')]",7411,0,7411
train,shard_412b,Dataset/train/unified_aug\shard_412b.json,"[('Dataset/train/unified_aug\\shard_412b.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_412b.pt', 0, 'jsonl(0 lines)')]",12936,0,12936
train,shard_415e,Dataset/train/unified_aug\shard_415e.json,"[('Dataset/train/unified_aug\\shard_415e.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_415e.pt', 0, 'jsonl(0 lines)')]",9788,0,9788
train,shard_416f,Dataset/train/unified_aug\shard_416f.json,"[('Dataset/train/unified_aug\\shard_416f.json', 13, 'single-json')]",3308,13,3295
train,shard_4175,Dataset/train/unified_aug\shard_4175.json,"[('Dataset/train/unified_aug\\shard_4175.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_4175.pt', 0, 'jsonl(0 lines)')]",5724,0,5724
train,shard_418a,Dataset/train/unified_aug\shard_418a.json,"[('Dataset/train/unified_aug\\shard_418a.json', 4, 'single-json')]",9603,4,9599
train,shard_41bd,Dataset/train/unified_aug\shard_41bd.json,"[('Dataset/train/unified_aug\\shard_41bd.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_41bd.pt', 0, 'jsonl(0 lines)')]",172,0,172
train,shard_41ca,Dataset/train/unified_aug\shard_41ca.json,"[('Dataset/train/unified_aug\\shard_41ca.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_41ca.pt', 0, 'jsonl(0 lines)')]",5771,0,5771
train,shard_41e6,Dataset/train/unified_aug\shard_41e6.json,"[('Dataset/train/unified_aug\\shard_41e6.json', 2, 'single-json')]",12282,2,12280
train,shard_41f2,Dataset/train/unified_aug\shard_41f2.json,"[('Dataset/train/unified_aug\\shard_41f2.json', 0, 'single-json'), ('Dataset/train/unified_aug\\shard_41f2.pt', 0, 'jsonl(0 lines)')]",2096,0,2096
train,shard_4207,Dataset/train/unified_aug\shard_4207.json,"[('Dataset/train/unified_aug\\shard_4207.json', 6, 'single-json')]",13255,6,13249
